wuyu_000001	每次娇娇你再唠唠本先生
wuyu_002705	港额英语也听勿懂
wuyu_002706	但吾劝侬还是勿要问了
wuyu_002707	佛界中的少欲活菩萨
wuyu_002708	你是不睬我呢还是哪哈呢
wuyu_002709	龙华阿曼达的吧
wuyu_002710	哦哟好多好多啊而且
wuyu_002711	快点吃点熬鸡汤喝一下
wuyu_002712	今朝哪能搿能噶困啦
wuyu_002713	侬现在会健身伐
wuyu_002714	科技谁不讲闲话吗
wuyu_002715	莫耍五倍了拉膀子呢
wuyu_002716	坑爹这地方噶么偏
wuyu_002717	谢谢会分更新了
wuyu_002718	昨日夜头的辰光没看见啊
wuyu_002719	侬上班还是上网
wuyu_002720	那把我的影子折了三
wuyu_002721	伤悲耸光谁吃子鱼个宝
wuyu_002722	不愿意留头发咯
wuyu_002723	那侬好好叫白相几年吧
wuyu_002724	我以为侬走了吾还辣家
wuyu_002725	我也勿清爽廿几岁吧
wuyu_002726	来一篇论文看球的人少
wuyu_002727	那你不就来塞了侬能讲别的伐
wuyu_002728	你用语音做慢慢间你就有着
wuyu_002729	你能拉赵绍个那一些
wuyu_002730	哪哈分类活动啊
wuyu_002731	烧人啊是勿是熬啊
wuyu_002732	来的比较匆忙分到啥个好吃的么子
wuyu_002733	你曾熬着哪一个锁孩子
wuyu_002734	可快就生儿留死啦
wuyu_002735	侬看到吾有好过了是伐
wuyu_002736	谁应给me治疗的爷爷死
wuyu_002737	侬哪能老是心情勿好呢
wuyu_002738	好啥个感觉
wuyu_002739	噶隆中玉是啥个的
wuyu_002740	结束了老娘呢看吐了
wuyu_002741	快好了吧等等
wuyu_002742	宝贝哪能啦
wuyu_002743	虎鼻子tenderness里
wuyu_002744	伊西拉乌达亚阿莽呀
wuyu_002745	是十一点钟才下课
wuyu_002746	我去寻侬咱们俩去逛街
wuyu_002747	现在就偶尔咳嗽了
wuyu_002748	你是勿是碰着欢喜那个
wuyu_002749	侬勒伊面的跟人多伐
wuyu_002750	哪啦呢你哩搞么啊
wuyu_002751	侬又勿打拨我
wuyu_002752	快点困觉吧看你的困就不漂亮了
wuyu_002753	个么伊就当了侬身边吧
wuyu_002754	等下吾去帮侬充
wuyu_002755	阿拉刚刚上课
wuyu_002756	勿许让别人拿侬拐跑了
wuyu_002757	讲出来是不是学堂的
wuyu_002758	我不来塞子谁去寻呢
wuyu_002759	对啊明朝考试要有睡眠
wuyu_002760	五味倒浓了
wuyu_002761	嘿我讲你一个耳朵塞纸糊啊
wuyu_002762	无耻爱我为耻啊
wuyu_002763	勿是伐那现在拉到哪搭
wuyu_002764	辣搿搭一个号头了
wuyu_002765	安慰一下吾预泄个心灵伐
wuyu_002766	哦吾勒海到实验室侬呢
wuyu_002767	我被你屋去寻朋友去了
wuyu_002768	埃封信勿是拨侬额
wuyu_002769	是个research性工作
wuyu_002770	那么也多点人看中举搏杀
wuyu_002771	吾现在刚刚到学堂
wuyu_002772	个么谁撒点动力吧
wuyu_002773	风跟我的大半边连体呢
wuyu_002774	不会吧有这种病
wuyu_002775	是啊勿知勿觉两年快的
wuyu_002776	呵呵还勿晓得嘞
wuyu_002777	真的太困着侬要困高着
wuyu_002778	素吧来啊里擦亮
wuyu_002779	对勿起生日快乐
wuyu_002780	没有些鬼吧
wuyu_002781	好吧等我猜到了告诉侬
wuyu_002782	乃雏鸡不熬哈
wuyu_002783	得习惯就不觉着雨了
wuyu_002784	阿能找衣裳出来
wuyu_002785	吾好想侬老公
wuyu_002786	no 不想去猜你
wuyu_002787	老公天气又冷了
wuyu_002788	个么去爽来管嗨比头哦
wuyu_002789	嘎西的女啊忙哇顾来
wuyu_002790	消息已经发出去了
wuyu_002791	哦跟同学一道白相是伐
wuyu_002792	有啥个悲催事体啊
wuyu_002793	刚到八宝街有点堵诶
wuyu_002794	刚刚是啥人港困着呢
wuyu_002795	好好休息不要太吃力了
wuyu_002796	做点男女之间应该做个事体哇
wuyu_002797	哪吒少林啊死过吗
wuyu_002798	合约根据实际情况
wuyu_002799	讲个具体一点额辰光吧
wuyu_002800	拜拜房子好我刚才唱出来
wuyu_002801	下趟是啥个辰光啊
wuyu_002802	你上班不催你的
wuyu_002803	癞子上个狗脚
wuyu_002804	那女网友大礼物不能了吗
wuyu_002805	屋头忙去了个么阿哥困了
wuyu_002806	我不能评论着吗
wuyu_002807	喝生酒现在老稳的
wuyu_002808	侬呢也会想我吧
wuyu_002809	吾也去汰了困额
wuyu_002810	真的是否则我不是白讲了吗
wuyu_002811	谁不咬一个盒子的饺子
wuyu_002812	马上来困啊准备是刀子
wuyu_002813	等我委屈再给呗
wuyu_002814	好呀随着我以前老想吃
wuyu_002815	哈个哈个我自噶港的
wuyu_002816	个么害没算次数
wuyu_002817	熬三盅搿能难看啊
wuyu_002818	熬高四没高峰的黑屋
wuyu_002819	分拿下他你都敢上
wuyu_002820	今早没得事给踢吧
wuyu_002821	辅导怎么收费也找了
wuyu_002822	疯了光去凑活动
wuyu_002823	我要困觉了明朝上早班
wuyu_002824	诶啦顾微星
wuyu_002825	搿侬理想是寻多少高的
wuyu_002826	啥吃些再回来上班
wuyu_002827	侬再晚几个号头还要生日啊
wuyu_002828	个么算吾的私自招惹啊
wuyu_002829	那我就直接后半夜来
wuyu_002830	欢喜呢早啷向会得呢动起来
wuyu_002831	现在我命令你开
wuyu_002832	好吧那侬先忙小心点啊
wuyu_002833	说脏无辜好不好
wuyu_002834	笑啥么子啊就这个事情用不着笑的
wuyu_002835	我发拨侬侬复制
wuyu_002836	嗯啊速度来坑
wuyu_002837	我要哪能做侬才能明白我
wuyu_002838	喂呃谁不们哭了
wuyu_002839	来海吧无森等老侬呢
wuyu_002840	我没联系阿拉爷娘
wuyu_002841	那是我生孩子
wuyu_002842	女儿是啥个情况
wuyu_002843	拨油比伊涂点腻
wuyu_002844	没吧今朝要是打药
wuyu_002845	刚看到啥好多啦
wuyu_002846	诶个黑无业拿哈什呢
wuyu_002847	乃没空吗现在
wuyu_002848	瞎子落冰两骨头
wuyu_002849	㑚屋里门牌号头侬勿晓得啊
wuyu_002850	个么你辣海跟吾当地的编组阿狗练了
wuyu_002851	吾拿侬四个啊侪打碎特了
wuyu_002852	哈哈小妹在哪里高就啊
wuyu_002853	哦哦哪能困不着想什么呢
wuyu_002854	跟我深奥猜错特了
wuyu_002855	礼拜三弄的啥卡
wuyu_002856	飞吧来一趟忙的嘞
wuyu_002857	来攻高速啊
wuyu_002858	吾下课要去舞蹈房
wuyu_002859	我想吃方便面不吃饭吃了
wuyu_002860	熬夜一点了烤鱼上吗
wuyu_002861	个么啥好呢蹲了屋里向哇
wuyu_002862	你会想是张吕莽啊
wuyu_002863	一顿饭外加四块洋钿
wuyu_002864	母蛙希望如此呀
wuyu_002865	熬一些些溶了的奶奶
wuyu_002866	午夜凶铃没噶恐怖伐
wuyu_002867	那个系吃熬饭哦
wuyu_002868	打麻药拔个虫管不感觉
wuyu_002869	勿肥哈哈乃肥着来着
wuyu_002870	哦来北京上班
wuyu_002871	阿老伊是老老无大呀
wuyu_002872	最近什么想我是不是
wuyu_002873	用了吗伊现在不困了啦
wuyu_002874	主要是我勿好意思去拿
wuyu_002875	嘿没看侬打招呼呗
wuyu_002876	侬勿是只么子吗
wuyu_002877	乃勿会看见个
wuyu_002878	妞侬港的咋那对呢
wuyu_002879	还像吾来额伊天
wuyu_002880	真是运气不好啊
wuyu_002881	你拿自噶的房间
wuyu_002882	个闲话哪能没闲话港下去
wuyu_002883	武汉民政职业学堂
wuyu_002884	那谁家的女婿谁不结婚
wuyu_002885	阿拉搿搭就是只分店
wuyu_002886	莹莹家那个电话坏特哉
wuyu_002887	子路啊休息了吧
wuyu_002888	在等海浪多的辰光
wuyu_002889	只要看到侬吾就开心
wuyu_002890	看电视哇没啥事体做
wuyu_002891	写得给生字词同理的本意
wuyu_002892	现在把侬好不好
wuyu_002893	勿是目的是过程或者结果
wuyu_002894	结婚了是抛婚书再high个吗
wuyu_002895	真的郁闷才天天下雨
wuyu_002896	也唯余帝期许也
wuyu_002897	宝贝侬帮我打
wuyu_002898	需要注意我的注意力
wuyu_002899	还有噶多气要生啊
wuyu_002900	等发工资订机票看
wuyu_002901	那侬告诉我为啥想晓得
wuyu_002902	从韶关住处
wuyu_002903	我不说你不说还有谁会知道
wuyu_002904	讲得真好啊
wuyu_002905	侬刚刚是勿是有叫吾啊
wuyu_002906	曾新明走得也吃力啊
wuyu_002907	非谁我他这
wuyu_002908	礼拜五放学敲了一个老师的车子
wuyu_002909	对人是无语了今朝午
wuyu_002910	你听听消消气
wuyu_002911	我们再喊你起来
wuyu_002912	熬着是废人了啊
wuyu_002913	搿侬以为吾特侬开玩笑啊
wuyu_002914	熬夜上课你自个儿白相不
wuyu_002915	那格面空调没着吧
wuyu_002916	咦你嗓子哑被谁晓得的
wuyu_002917	嗯不是吃啊笨的咋知道的
wuyu_002918	老菜勿好吃吾欢喜吃嫩菜
wuyu_002919	熬水喝是那个涨
wuyu_002920	侬平常勿是侪困了噶晚额吗
wuyu_002921	侬看吾个内衣
wuyu_002922	黑风干落雨着
wuyu_002923	礼拜天没出去白相呀
wuyu_002924	是勿欢喜别人
wuyu_002925	不吃饭就没力道做生活了
wuyu_002926	我已经同黑妹讲组价啦
wuyu_002927	怀念只会更难过
wuyu_002928	吾也来打打
wuyu_002929	熬下最吃苦苦呢
wuyu_002930	吃了又要到埃面集合了
wuyu_002931	亲爱的第五杯咋呢
wuyu_002932	那还会的不个不
wuyu_002933	现在勿好勿白相啊
wuyu_002934	哇不是早就到宿舍了
wuyu_002935	我就在旁边工作
wuyu_002936	既然侬骂我我就删侬的好友
wuyu_002937	等我用心做了一天把侬
wuyu_002938	不晓得才不正常了
wuyu_002939	菜叶呢总归割下来了吧
wuyu_002940	阿有啥人白相 qq 道路队的吗
